sku,weight (kg),length (cm),width (cm),height (cm)
BX80684I59400,,,7,10.1
CD8069504194501,,,,
CM8068404175105,,,,
CM8068404174806,,,,
CM8070104290511,,,7,10.1
BX80648I75960X,,,,
CM8066201920600,0.338,,7,10.1
CM8067702868012,,,,
BX80673W3175X,0.322,,10.4,4.5
BX80684I59500F,,,7,10.1
CD8069504393801,,,93.85,
CD8069504449200,,,,
BX8070110700K,,,,
CM8066201920103,,,,
CM8068403873914,,,,
CD8069504194001,0.201,,4.3,11.2
CD8069504193501,,,,
CD8069504214002,,,,
CD8069503956401,0.201,,4.3,11.2
CD8069504152900,,,,
BX8069510900X,,,,
CD8069504393400,,,93.85,
BX8069510940X,,,,
BX8070110600K,,,,
BX8070110600,,,,
BX8070110400F,,,,
BX80662I76700K,,,34.1,
CM8068403358819,0.338,,7,10.1
BX80684I99900KF,0.087,,4.4,10.1
CD8069503956302,,,,
CM8068403874521,,,,
CD8069504283304,0.201,,4.3,11.2
BX80660E52687V4,0.0995,,11.6,4.4
BX80677I57400,0.337,,7,10.1
P4X-UPE3110-300-6M13,,,,
CM8068404174503,0.316,,7,10.1
BX80684I39100F,0.338,,7,10.1
BX80684i79700,0.338,,7,10.1
BX80684I39100,0.338,,7,10.1
CD8069504282905,,,,
CD8069504152802,,,,
BX8069510980XE,0.49,,13.8,6.1
BX80557E1400,,,15.7,14.8
BX80684I59600K,0.087,,4.4,10.1
BX80684I79700KF,,,,
CD8069504193701,0.201,,4.3,11.2
CM8068404174407,,,,
BX80684I79700F,,,,
CM8068403377319,0.338,,7,10.1
CD8069504394102,,,93.85,
CM8070104282327,,,4.4,10.1
A1UFULLRAIL,,,,
A2USTOPANEL,,,,
AUPBEZEL4UF,,,,
A2UL8RISER,,,,
FXX25HSCAR,,,,
AUPBEZEL4UD,,,,
A2U8X25DPDK,,,,
VROCISSDMOD,,,,
RS3DC080,,,,
RES3TV360,,,5.71,
AXXRMM4LITE2,,,,
AXXCBL950HDHD,,0.95,,
AXXCBL650HDHRT,,0.65,,
AXXCBL730HDHD,,0.73,,
R1208WFTYSR,,,,
S2600STBR,,,,
14208-14,0.11,,1,5
1600-289,0.02,,5,10
14201-19,0.1,,15,17
8800-00-37,0.02,,5,10
14207-50,0.09090000000000001,,9.5,4
204165,,,,
204019,0.028,,17.8,1.3
14101-19,0.02,,9.6,14.2
14208-01,0.01,,4.5,7.5
14207-44,0.0993,,1,16
14163-00,0.1,,5,8.5
14173-00,,,,
14201-44,0.05,,16,21
8800-00-101,0.12,,9,1
7410-109,0.27,,14,13
7810-209,1.57,,36.6,45.6
7710-409,0.298,1,,
7510-409,0.51,,12,3.3
7410-209,0.27,,14,13
7510-209,0.27,,14.5,13.2
100-46000000-60,0.306,,11.8,18
14201-17,0.1,,16,16
14201-30,0.05,,16,21
8800-01-37,0.04,,5,10
8800-00-75,0.02,,5,10
8800-00-94,0.04,,13.5,20
8800-00-88,0.02,,5,10
8800-00-46,0.02,,5,10
14201-10,0.07,,8,20
8800-01-46,0.02,,5,10
88001-99,0.03,,12,24
14201-16,0.04,,15,15
14201-12,0.04,,8,10
14201-61,0.05,,16,1.5
14201-13,0.1,,5,10
14208-33,0.0653,,7.4,6.5
14207-56,0.194,,17.8,12
EX2200-C-12T-2G,,,,
WLA532-WW,0.3932,,13.65,14.5
EX4200-48PX,8.61,,44.2,4.3
EX4200-24F-DC,,,,
EX4200-48T-DC,,,,
EX4200-24PX,8.16,,44.2,4.3
EX4200-24F,,,,
EX2200-C-12P-2G,2.9,,26.919999999999998,4.4
EX4300-24P,7.3,,44.21,4.32
LM-X15,,,43.8,4.4
LM-X3,,,,
MLP,,,,
FCR-ML3C,,,,
MLPM,,,,
SNA-DC2/35,,,,
SNA-B,,,,
SA2000M8/1000G,0.0066,,8,0.35
SKC600B/256G,0.04,,10.01,0.7
SA400S37/120G,0.041,,10,0.7
SA400S37/1920G,,,10,0.7
SKC600B/512G,0.04,,10.01,0.7
SKC600B/1024G,0.04,,10.01,0.7
SKC2500M8/1000G,0.01,,8,2.2
SEDC450R/480G,0.09234,,6.99,0.7
SKC2500M8/500G,0.01,,8,2.2
SUV500B/1920G,0.052,,10.01,0.7
SEDC500M/3840G,0.09234,,6.99,0.7
SKC600/512G,0.04,,10.01,0.7
SKC600/1024G,0.04,,10.01,0.7
SA400M8/480G,0.0055,,8,0.135
SEDC450R/3840G,,,,
SKC600/256G,,,,
SEDC1000BM8/240G,0.008,,8,0.38
SKC600B/2048G,0.04,,10.01,0.7
SA400S37/480G,0.041,,10,0.7
SA400S37/240G,,,,
SEDC500M/960G,0.09234,,6.99,0.7
SKC2000M8/1000G,0.01,,8,0.35
SA2000M8/500G,0.0068,,8,0.35
SKC600/2048G,0.04,,10.01,0.7
SA400S37/960G,,,,
SDCS2/32GB,,,,
SDCS2/256GBSP,,,,
SDCG3/128GB,,,,
SDCS2/64GB-2P1A,,,,
SDCS2/64GB,0.0127,,0.5589999999999999,11.43
SDS2/64GB,,,,
MLPMR2/128GB,,,1.5,1.1
SDCG3/64GB,,,,
SDCE/128GB,,,,
SDG3/64GB,,,,
SDCE/64GB,,,,
SDCS2/128GB,0.0127,,0.5589999999999999,11.43
SDCG3/128GBSP,,,,
SDCS2/256GB,,,,
SDS2/512GB,,,2.4,3.2
MLPR2/256GB,,,2.4,3.2
SDCIT/32GB,,,,
SDCE/32GB,,,,
SDCS2/512GB,,,,
SDG3/128GB,,,,
SDG3/512GB,,,2.4,3.2
SDS2/128GB,,,,
SDCS2/64GB-3P1A,,,,
MLPR2/128GB,,,2.4,3.2
SDCG3/64GBSP,,,,
SDCS2/128GBSP,,,,
SDCS2/64GBSP,,,,
SDS2/256GB,,,,
SDG3/256GB,,,,
KVR16N11/8,,,,
KTH-PL424S/16G,0.018,,4.7,0.8
KVR26S19S6/4,,,6.959999999999999,3
KVR32N22S8/8,,,13.330000000000002,3.12
KTH-PL426E/16G,,,,
KVR16N11S8/4,,,13.330000000000002,
KVR16LS11/4,,,6.76,3
KVR16N11K2/16,,,,
KVR16LN11/8,,,,
KVR16LS11S6/2,,,6.76,3
KVR16LN11K2/8,,,13.330000000000002,
KVR32N22D8/32,,,13.330000000000002,3.12
KCP3L16NS8/4,,,13.330000000000002,
KCS-UC426/16G,0.009,,,
KCS-UC426/32G,0.009,,,
KCP426SD8/16,0.009,,,
KVR667D2D4P5/2G,,,,
KCP424SD8/16,,,6.959999999999999,3
KTL-TS424S8/8G,0.009,,,
KVR26S19D8/16,,,,
KCP426SS6/4,0.009,,,
KCP426SD8/32,,,,
KTC-D320/256,,,,
KVR16N11H/8,,,,
KVR16LN11K2/16,,,13.330000000000002,
KCP313ND8/8,,,,
KVR26N19S8/8,,,13.330000000000002,3.12
KVR26N19D8/16,,,13.330000000000002,3.12
KVR26N19S6/4,,,13.330000000000002,3.12
KCP426NS6/4,,,,
KTL-TN426E/8G,,,,
KVR16N11S8H/4,,,13.330000000000002,3
KVR16LN11/4,,,,
KCP3L16SD8/8,,,,
KVR26S19S8/8,,,6.959999999999999,3
KCP426SS8/8,0.009,,,
KVR16LS11/8,,,6.76,3
KTH-PL316LV/16G,,,13.330000000000002,
KVR16N11S6/2,,,13.330000000000002,3
KCP3L16ND8/8,,,13.330000000000002,
KVR16LS11K2/8,,,,
KTD-PE426/32G,,,,
KCP426ND8/16,0.009,,,
KCP426NS8/8,0.009,,,
KTD-PE426E/16G,,,,
KVR26S19D8/32,,,,
KVR16S11S8/4,,,,
KCP316SD8/8,,,6.76,3
KCP316ND8/8,,,13.330000000000002,3
KVR32S22S6/4,,,6.959999999999999,3
KVR1333D3S9/8G,,,6.76,3
KSM26RS8/8HDI,,,,
SNA-BR2/35,,,,
DTVP30/8GB,,,7.790000000000001,1.21
DT2000/16GB,,,,
IKD300SM/32GB,,,,
DTVP30/32GB,,,7.790000000000001,1.21
IKS1000B/64GB,0.032,,2.1,8.23
DTLPG3/64GB,,,1.86,6.0600000000000005
IKS1000B/16GB,,,,
IKS250E/2GB,0.025,,1.9,7.5
DT4000G2DM/4GB,,,7.790000000000001,2.2
DT2000/4GB,,,8,1.05
IKD300S/8GB,,,,
DT70/64GB,0.0173,,1,11.43
DTVP30/64GB,,,7.790000000000001,1.21
IKD250E/16GB,0.025,,1.9,7.5
DT4000G2DM/8GB,,,7.790000000000001,2.2
DTVP30/16GB,,,7.790000000000001,1.21
DT2000/32GB,,,,
DT4000G2DM/16GB,,,7.790000000000001,2.2
IKD300S/16GB,,,,
DT4000G2DM/64GB,,,7.790000000000001,2.2
DT2000/8GB,,,8,1.05
IKD300S/32GB,,,,
DT70/128GB,0.0173,,1,11.43
DT2000/64GB,,,8,1.05
302LW93010,,,,
302LV93081,,,,
302J093020,,,,
302LY93010,,,,
302KV93040,,,,
302LV93112,,,,
302L693021,,,,
302PH93010,,,,
302K393122,,,,
302MS93072,,,,
302J093060,,,,
302KK93052,,,,
302FV93040,,,,
302J193050,,,,
FK-710,,,,
302KV93015,,,,
MK-350B,,,,
302KV93010,,,,
302KV93012,,,,
302TA93040,,,,
DV-8315M,,,,
302ND94340,,,,
1203SA0KL0,,,,
DV-172,,,,
302KV93016,,,,
302FV93048,,,,
302KV93011,,,,
302J193053,,,,
1T02KV0NL0,,,12.5,12
1T02KVCNL0,,,11,12
1T02HN0EU0,,,12,11
1T02F90EUC,,,13,15
1T02L7CNL0,,,12,14
1T02RLBNL0,,,,
TK-3110,,,,
1T02KTANL0,,,11,12
1T02LY0NLC,,,,
1T02LX0NLC,,,,
TK-8335,,,,
1T02L70NL0,,,12,14
1T02RLCNL0,,,,
1T02HS0EUC,,,,
TK-3190,,,,
1T02R9ANL0,,,12,11
1T02M70NL1,,,,
1T02HNBEU0,,,12,11
1T02R7BNL0,8.2,58.4,11,12
1T02R7CNL0,8.2,58.4,11,12
1T02K0BNL0,,,10,10
1T02KVBNL0,,,,
1T02HLBEU0,,,12,11
1T02RY0NL0,,,,
1T02K00NL0,,,10,10
1T02RL0NL0,,,,
TK-6305,,,,
1T02R9BNL0,,,12,11
1T02NRBNL0,,,11,12
TK-8305Y,,,,
1T02HNAEU0,,,12,11
1T02KT0NL0,,,13,12
1T02KTCNL0,,,,
1T02ML0NLC,,,8.5,10
1T02RV0NL0,,,,
TK-8525,,,,
1T02J00EUC,,,,
1T02J20EUC,,,14.5,13
1T02R7ANL0,8.2,58.4,11,12
1T02NR0NL0,,,11,12
1T02R9CNL0,,,12,11
1T02NRCNL0,,,11,12
1T02T90NL1,,,,
TK-8305M,,,12,14
TK-8305K,,,,
1T02F80EUC,,,,
1T02KVANL0,,,,
1T02MS0NL0,,,,
1T02HL0EU0,,,,
1T02MJ0NLC,,,28.5,10
1T02RM0NL0,,,12,14
1T02R70NL0,11.2,66.2,12.5,12
TK-8305C,,,,
1T02R4ANL0,,,,
1T02FM0EU0,,,,
1T02L7ANL0,,,12,14
1T02RLANL0,,,,
TK-3170,,,,
1T02NRANL0,,,11,12
1T02R90NL0,,,12,11
TK-5150M,,,,
1T02R4BNL0,,,,
1T02G10EU0,,,11.5,31.5
1T02HLAEU0,,,,
1T02HNCEU0,,,12,11
1T02KTBNL0,,,11,12
1T02LV0NL0,,,,
TK-8345,,,,
1T02L7BNL0,,,12,14
1102M33NL2,10,,43.8,37.9
1102V13NL0,60,148,70,62
302LV93041,,,,
302T993061,,,,
302F993017,,,,
302LZ93061,,,,
302NR93014,,,,
DK-591,,,,
302T693031,,,,
302J393033,,,,
DK-895,,,,
302H493011,,,,
302KV93018,,,,
302RV93010,,,,
302LC93017,,,,
302HN93050,,,,
1702G13EU0,,,,
1903NB0UN0,,,,
MK-3130,,,,
MK-8505C,,,,
1702LX8NL0,,,,
MK-715,12,,,
302LZ93010,,,,
1702LZ8NL0,,,,
1702NL8NL0,,,,
MK-726,,,,
MK-1140,,,,
302HN93013,,,,
302J093092,,,,
MK-3140,,,,
5AAVR0LL+051,,,,
302F906240,,,,
302N406040,,,,
2CL16130,,,,
2AR07230,,,,
302HN06080,,,,
302LV93010,,,,
2BJ06010,,,,
302F906230,,,,
302HS94032,,,,
302HS08260,,,,
2AR07220,,,,
302F909170,,,,
302LV94270,,,,
302LV93020,,,,
302F909171,,,,
302MV94061,,,,
1902LC0UN0,0.2,,,
302HN93180,,,,
1203RA0UN0,60,,37.5,10
1203PN8NL0,60,,46.9,12.1
STHJ16000800,,,,
STHJ8000800,2.8,,21.7,8.85
STGB8000400,,,11.8,
STHA6000800,,,2.4,7.4
STFR4000800,0.5,,12,18.6
STGW4000800,0.48,,3,9.1
STHG5000402,0.4,,9.120000000000001,12.4
STHK1000800,0.1,,7.9,0.9099999999999999
STHR2000800,0.1,,6.49,1.7
STHZ2000800,0.2,,8.95,3.65
STHT8000800,0.96,,17.4,15.2
STHA14000800,1.6,,18,12
STHJ28000800,,,,
73P2582,,1.8,,
45K1620,,1.8,,
0B47388,0.22,1.5,,
4X90H35558,0.195,1.83,,
4XE0N80914,0.18,,,
57Y4303,,1.52,,
10UK000CUK,5.02,,41.6,38
4X90J31021,0.03,,4.35,1.3800000000000001
GX90M41965,0.02,,2.2,1.34
0B47090,0.036,0.2,,
4X90F33442,,,,
03X6402,0.15,0.172,,
4X90L13971,0.02,,,
4X90L66917,,0.2,2.2,1.34
GX90M44578,0.04,,2.7,1.2
4X90U90616,0.089,,17,1.5
0B47072,0.138,,,
4X90H55731,0.02,,1.9,1
4X90K86567,0.04,,3.5,1
GX90M44574,0.04,,2.7,1.2
45J7915,,0.2,,
4X90M42956,0.04,,2.7,1.2
0A36536,0.15,,,
04X6435,0.035,,,
4X90K06975,0.05,,7.3,4.3
4X90U45346,0.0314,,21,1
57Y4393,,0.2,,
0B47069,,0.2,,
4X90J31060,0.08,,11,1.8
4X90K86568,0.04,,3.5,1.2
4X90L66916,0.07,,2.7800000000000002,1.1400000000000001
4X90M44010,0.03,,2.6,1
4XH0S69185,0.085,,,
4XF0N03161,,,,
4XF0Q63396,,,,
61B4MAT1EU,,,,
61DAMAT1UK,,,,
61DDUAT6UK,1.67,,40.2,6.1
61EDGAT2UK,9.59,,69.4,16.3
61C9KAT1UK,4.07,1.8,58.2,35
61DBMAT1EU,7.8,,16,45
61EAGAT6UK,7.12,1.8,,
61D9RAT1UK,13.4,,105.83,Yes
61DCRAT1UK,7.8,,16,45
61DBMAT1UK,7.8,,16,45
61E6GAT2UK,7,1.8,45.2,12.7
61C3MAT6EU,4.85,1.8,50.12,11
61F0GAT1UK,8.1,,42.3,62
61C3MAT6UK,,1.8,,
61C6MAT1EU,9.32,1.8,71.5,45.5
61CFRAT2UK,,,,
61ECGAT2EU,9.75,1.8,48,16.3
61C6MAT1UK,9.32,1.8,71.5,45.5
65D9GAC4EU,6.35,,51,33.4
61DDUAT6EU,1.67,,27.6,40.2
61F3GAT1UK,9.91,,80.9,37.3
61B4MAT1UK,,,,
0B47091,,,,
03X6405,0.2,,,
0A36537,,1.8,,
0A65619,,,,
0A65621,,,,
00MJ168,,1,,
01EN671,,,,
01HX484,,,,
00UP734,,,,
01LX200,,,,
01ER511,,,,
01AJ937,,,,
04X0390,,,,
03T9717,,,,
00MJ143,,,,
5A10H42925,,,14.7,5.7
00PA505,,,,
01AV438,0.39,,38.5,5.2
5B10K10211,,,,
01AV422,1,,,
01AW309,,,,
01AV671,0.506,,39.4,8.2
00UR886,1,,,
FRU01AX499,,,,
00PH128,,,,
01YT171,,,,
01HY449,,,,
5CB0R28201,0.6,,33,4
00PH133,0.14,,,
01HY451,,,,
5D10L08702,,,,
02DA168,,,,
00XL065,,,,
42T4434,0.36,,5,3
20T3000NUK,,,,
01YT242,0.69,,38.4,8.7
40A00000WW,0.82,,34.5,5.5600000000000005
20T2003TUK,,,,
61FEMAT6UK,7.2,1.8,57.7,18.7
40A10065UK,0.91,,34.5,5.5600000000000005
03T6566,,,,
0B47381,0.009,,6.76,3
00Y2432,,,,
01AX150,,,,
01AX189,,,,
01EN816,,,,
00JT800,1,,,
03X7470,,,,
01AV494,,,,
01YT154,,,,
01AV489,0.004,,,
40AH0135SA,1.95,,20,8.6
01ER798,,,,
42T4439,,,,
92P1111,0.36,,5,3
92P1105,0.36,,5,3
92P1109,0.36,,5,3
5D10T95195,0.52,,34.7,7.2
01HX519,,,,
01EN336,,,,0.7
01EN775,,,,
02DA170,0.4,,,
5CB0R28213,0.57,,43.4,32.7
0B47380,0.009,,6.76,3
01AX131,,,,
01AG967,,,,
01YR487,,,,
01HW958,,,,
FRU00X1951,,,,
5D10T79505,0.284,,29.6,3.7
01AX504,,,,
GX90M44580,0.044,,22.2,1.2
20T20030UK,,,,
82AM0001UK,0.52,,24.95,0.945
45N1703,,,,
5H50J36055,0.314,,39.3,8.2
04X2733,,0.05,,
FRU00UR868,,,,
5D10M14182,0.744,,39.4,8.2
01AV419,0.2,,,
01FR150,1,,,
FRU01AX956,,,,
5D10K93435,0.606,,39.4,8.2
01EN598,,,,
FRU00JT497,,,,
01EN019,0.516,,39.3,8.3
01AX171,,,,
01YT112,,,,
FRU01AX954,,,,
01ER839,,,,
01YP709,,,,
42T4435,,,,
42T4428,0.36,,5,3
92P1110,0.36,,5,3
92P1103,0.36,,5,3
02DC316,0.1,,,
02DL128,,,,
02DL762,0.548,,39.4,8.2
01AX102,,,,
5CB0T45070,,,34.1,4.1
00UP642,,,,
40A00065EU,0.82,,34.5,5.5600000000000005
04W3991,,,,
0B47030,0.2,,4.4,2.85
45N1705,9.52,,,
00PA522,,,,
00UR868,0.01,,3.12,0.89
01AV407,0.3,,,
01FR020,,,,
5D10H52713,,,,
01AX229,,,,
00HW022,,,,
00JT988,0.038,,13.1,3.1
01AV424,1,,,
02DA167,1.5,,,
01AV452,,,,
FRU01AX709,,,,
01AX640,,,,
42T5000,0.36,,5,3
92P1104,,,,
5SS0V26411,,,,
01EN651,,,,
01HY592,0.3,,,
01AX660,,,,
01AX211,,,,
ZA5F0006GB,0.305,,19.82,0.8150000000000001
FRU01AV417,0.24,,20.66,2.1399999999999997
40A80045EU,0.728,,21.4,6.4
61FBMAT6UK,7.22,,57.7,18.7
FRU00UP437,,,,
01FR133,,,,
5D10N45602,0.7,,32.5,42.6
FRU01FR030,,,,
01YR100,,,,
00XH596,,,,
01FR035,,,,
5D10Q90268,0.606,,39.4,8.2
5D10S56633,,,,
27R2473,0.421,,21,0.5
92P1112,,,,
42T4431,0.36,,5,3
00XL063,,,,
42T4425,0.36,,5,3
42T5292,0.36,,5,3
01LW084,0.4,,,
01EN660,,,,
02DA381,0.4,,,
46W0670,,,,
20SX0000UK,1.25,,31.04,1.59
40K9584,,,,
5A10J75112,0.546,,20.5,6.3
01AV432,,,,
01AX230,,,,
46W0798,,,,
01EP014,,,,
01AV405,,,,
01AV433,0.4,,,
02DD009,0.646,,44.9,6.1
01EN337,,,,0.7
FRU01HW733,,,,
FRU01YU028,,,,
42T4430,0.36,,5,3
42T4426,0.36,,5,3
42T4424,0.36,,5,3
45N0068,0.36,,5,3
92P1107,0.36,,5,3
01AX621,,,,
01HX439,,,,
5D10T45069,0.536,,34.9,7.2
01ER550,,,,
01AX190,,,,
01AJ936,,,,
5D10Q89746,0.52,,33,5
61F5GAT1UK,8.1,1.8,42.3,14.9
00HT389,,,,
5D10K81086,0.624,,39.3,8.7
00HM663,,,,
01AW306,,,,
01EN834,,,,
01AV406,0.4,,,
01AV490,1,,,
01EN013,,,,
01FR026,,,,
5D10Q93993,0.71,,33,8
00Y2426,,,,
01FR300,,,,
01FR053,,,,
01HX436,,,,
93P5026,,,,
42T4438,0.36,,5,3
42T5029,,,,
92P1113,0.36,,5,3
92P1106,,,,
00UR887,1,,,
5M10U49625,,,,
01HX485,,,,
00HM917,,,,
61F6MAT2UK,7.5,1.8,59.9,38.7
61F7MAT2UK,8.17,,42.2,62.2
01FR015,,,,
04X0443,,,,
03T7203,,,,
46W0674,,,,
FRU00JT995,,,,
00JT995,,,,
00HW023,0.4,,,
FRU01FR047,,,,
00NY589,,,,
00NY442,,,,
4X60M97031,,,,
0B47070,,2,,
45K1775,0.032,,10,1.9
0B33308,,,,
4XH0L08578,0.03,,12.1,1.85
4X90F84315,0.035,,9,1
40AV0135EU,1.18,,20.4,7.5
4X90V55523,0.122,,18.1,2.8
4X90M60789,0.08,,6.3,1.8
90Y8927,,,,
16200220,,,,
16200674,,,,
00WG665,,,,
FRU43X0808,,,,
FRU42D0417B,,,,
FRU06P5774,,,,
7XB7A00027,,,,
0B47322,,,,0.7
FRU73P8017,,,,
FRU04X0534,,,,
FRU43W7627,,,,
44X2459,,,,
FRU44W2235,,,,
01NN112,,,,
FRU45K0628,,,,
00NA496,,,,
00WG700,,,,
FRU42D0568,,,,
FRU00PC550,,,,
FRU43X0805,,,,
0C19502,,,,
00WG695,,,,
00AJ082,,,,
FRU42D0633,,,,
FRU06P5770,,,,
FRU39R7350,,,,
7XB7A00022,,,,
44W2235,,,,
49Y6003,,,,
FRU40K6823,,,,
FRU03T7041,,,,
FRU44X2451,,,,
FRU00Y8861,,,,
FRU42D0753,,,,
00WG701,,,,
4XB0G88755,,,,
FRU45K0626,,,,
00MJ149,,,,
00AJ085,,,,
ACLC,,,,
00FN460,,,,
FRU43X0817,,,,
7XB7A00025,,,,
01NN131,,,,
00MJ145,,,,
00NC603,,,,
FRU06P5323,,,,
FRU43W7629,,,,
FRU44W2245,,,,
6099-ACLM,,,,
FRU45K0629,,,,
FRU81Y9691,,,,
42T1223,,,,
FRU41X5582,,,,
00WG685,,,,
00NA442,,,,
44W2248,,,,
00WG686,,,,
7XB7A00021,,,,
45K0629,,,,
4XB0H45209,,,,
FRU00UP028,,,,
00JT050,,,,
00UP421,,,,
FRU00FC441,,,,
FRU00UP002,,,,
FRU04X4489,,,,
04X4482,,,,
00PA999,,,,
00UP001,,,,
00JT058,,,,
4XB0F86403,,,,
4XB0W79582,0.12,,17.7,5.3
00UP619,,,,
FRU00PA998,,,,
4XB0N01848,0.06,,10.05,7
04X4442,,,,
00UP451,,,,
4XB0K48499,,,,
04X4477,,,,
04X4411,,,,
4XB0G80311,,,,
00JT088,,,,
FRU00JT009,,,,
04X4450,,,,
54Y9439,,,,
89P8569,1.41,2,,
4X30M39467,0.58,,,
4X30H56873,0.99,,17.7,4.3
4X30M86918,1.08,,20.5,4.2
4X30M39497,1.06,,16.7,4.4
4X30M86890,1.08,,20.5,4.2
4X30M39462,,,,
4X30L79897,0.069,,,
4X30H56829,,,,
4X30M39469,0.06,,,
4Y40T11851,1.28,,47.2,5.5
41A5100,,,,
89P8530,,,,
0B47190,,,,
41A5328,,,,
4X30L79883,,,,
00XH726,,,,
73P5240,1.27,2,,
4X30H56809,,,,
4X30L79921,,,,Yes
4X30M86899,1.08,,20.5,4.2
4X30M86889,1.08,,20.5,4.2
FRU54Y9400,1.41,,,
94Y6050,1.41,,,
89P8568,,,,
4X30M39458,,,,
4X30M39490,0.06,,,
73P5220,1.27,2,,
41A5137,,,,
4X30M39472,,,,
4X30M39496,,,,
4X30M86904,1.08,,20.5,4.2
4X30M86911,,,,
4X30M86917,1.08,,20.5,4.2
4X30T25800,0.89,,50,3.6
41A5289,,2,,
0B47198,,1.5,,
4X30M86912,,,,
73P5256,1.27,1.8,45.212,3.302
54Y9400,,,,
0B47217,0.49,,20.1,3.3
03X6657,,,,
0C19499,0.1,,13.330000000000002,3.05
1100944,,,,
11202707,,,,
4X70J67437,0.02,,3.0100000000000002,0.38
5M30K59778,,,,
5M30H35724,,,,
FRU01HW756,,,,
4X70R38787,,,,
01FR304,,,,
01FR307,,,,
01AG845,,,,
01AG883,,,,
0B47378,0.015,,13.4,0.8
FRU89Y9225,,,,
4X70N24889,,,,
01AG710,,,,
4X70R38791,,,,
4X70R38790,,,,
5M30H35732,,,,
1100647,,,,
46W0829,,,,
46W0831,,,,
FRU03X6657,,,,
4X70S69154,0.032,,15.7,1.5
01AG884,,,,
01AG834,,,,
01AG821,,,,
01AG860,,,,
01AG708,,,,
1100986,,,,
95Y4808,,,,
4X70J67436,0.02,,3.0100000000000002,0.38
4X70J67438,0.02,,3.0100000000000002,0.38
4X70K09920,0.03,,13.330000000000002,3.1
11202302,,,,
01AG707,,,,
01AG712,,,,
01AG702,,,,
01AG857,,,,
01AG810,,,,
0A65724,0.02,,6.76,3
FRU03T7219,,,,
11201300,,,,
FRU03X7015,,,,
01AG713,,,,
4X70R38786,,,,
01AG701,,,,
4X70W22200,0.03,,5.7,15.7
0A36527,0.02,,13.3,0.4
03X6561,0.02,,6.76,3
1100649,,,,
1100945,,,,
46W0800,,,,
7X77A01302,,,13.330000000000002,3.1
FRU01AG708,,,,
01FR311,,,,
01AG815,,,,
01AG873,,,,
03T6457,0.02,,6.76,3
0A65722,0.02,,6.76,3
1100636,,,,
03T7117,,,,
4X70K09921,0.03,,13.330000000000002,3.1
4X70J67434,0.02,,3.0100000000000002,0.38
4X70M60574,0.03,,3.0100000000000002,0.38
4X70M60572,,,,
4X70P98201,,,,
03T7413,,,,
5M30K59777,,,,
0A65730,,,,
4X70J32868,,,,
FRU03T7413,,,,
7X77A01303,,,,
7X77A01304,,,,
FRU46W0672,,,,
FRU01AG711,,,,
01AG839,,,,
01AG827,,,,
01AG872,,,,
01AG709,,,,
4X30H56886,,,,
0A36188,,,,
4X30M56887,,,,
GX30P93886,,,,
06P4069,0.094,,5.4102,3.175
03X6205,,,,
GX30M39704,,,,
57Y4635,,,,
4Y50R20863,,,,
4Y50U45359,0.065,,,
41U3074,0.041,,6.1,3.63
4XH0N04098,,,,
4XF0N82412,,,,
4XF0H41079,0.15,,6.2,13.5
4XF0P01011,,,,
0B47374,,,,
4XF0P01009,,,,
GXH0W29068,0.51,,30,7
4XC0M95181,0.1,,14.4,5.3
4X90Q84427,,,,
4X90S91830,,,,
00AG510,,,,
4XC0F46957,,,,
4XC0L59128,,,,
FRU49Y7962,,,,
4X90S91831,,,,
4X90E51405,0.045,,10,1.6
4X80K32537,0.01,,0.65,
0A61771,0.04536,,,
4XH0L55146,,,,
4XF0H70605,3.2,,37,18.5
4XF0L37598,2.53,,35,13.5
4X40N18008,,,,
4X40N18010,0.359,,,
4X40Q26383,,,,
4X40Q26384,,,,
4X40U97972,0.582,,37.1,2
4X40H57287,,,,
4X40X54259,0.64,,41,32
4X40E77328,,,,
4X40N18009,,,,
4X40N18007,,,,
4X40V09689,0.66,,22.1,32.2
4X40W19826,0.661,,39,32
57Y4309,1,,,
4X40Q26385,,,,
40A00065UK,0.82,,34.5,5.5600000000000005
40A10065DK,0.91,,34.5,5.5600000000000005
40A10090CH,0.91,,34.5,5.5600000000000005
40A70045SA,0.777,,21.4,6.4
40A90090DK,0.29,,17.1,3.25
40AH0135EU,1.95,,20,8.6
40AH0135UK,1.95,,20,8.6
40AH0135US,1.95,,20,8.6
40A10090IN,9.15,,34.5,5.5600000000000005
40A10090KO,9.15,,34.5,5.5600000000000005
40AF0135IS,,,21,3
40AN0135DK,1.4,,27,7.5
40AN0135IT,1.4,,27,7.5
40AN0135JP,1.4,,27,7.5
40A00065IT,0.82,,34.5,5.5600000000000005
00HM918,,,,
40A60045EU,0.87,,16,13.5
40A50230US,0.98,,40.22,5.5600000000000005
40A10065XX,,,,
40A70045IT,,,,
40A20090IS,,,,
40AJ0135UK,,,37.8,5.41
40AG0090UK,,,,
40A10065SA,0.91,,34.5,5.5600000000000005
40AF0135CN,,,21,3
40AF0135US,,,21,3
40A20090XX,,,,
40AN0135IS,1.4,,27,7.5
FRU03X6059,0.299,,4.8,12.6
40A20090IT,2.03,,34.5,5.5600000000000005
40A00065IS,0.82,,34.5,5.5600000000000005
40A10090EU,,,,
40A20090CH,2.03,,34.5,5.5600000000000005
04W3948,0.91,,34.5,5.5600000000000005
